"","idn","used","elkuid","migrant","migcode","year","daynight","Night","season","bioseason","utmx","utmy","elevgis","slope","northsl","flatslo","southsl","caspv","v23","celev","v25","hshade2","wetness","green","distdiv","landcov","landtype","totalshrub","totalforb","totalherb","ctotrisk","ctotrisk2","riskforage","for2","risk2","elkuidF"
"20055",4456,1,5,"Migrant",1,2003,"Day",0,"summer","s03",542784.8,5717996,2229,23.14,0,0,1,7,10,3,12,234,10.13,8,6.07,2,"Moderate Conifer",0,0,0,0.0009665,9.34e-07,0,0,9.34e-07,"5"
"20057",17188,1,92,"Migrant",1,2004,"Day",0,"summer","s04",580215.5,5708987,2418,23.91,1,0,0,7,10,3,12,91,7.61,6,31.58,10,"Rock/Snow/Shadow",0,0,0,0.00096722,9.36e-07,0,0,9.36e-07,"92"
"20059",14732,1,74,"Migrant",1,2004,"Day",0,"summer","s04",584175.1,5708127,2235,34.12,1,0,0,7,10,6,9,68,8.98,4,35.23,10,"Rock/Snow/Shadow",0,0,0,0.00096856,9.38e-07,0,0,9.38e-07,"74"
"20065",4960,1,42,"Migrant",1,2003,"Day",0,"summer","s03",602210.9,5725179,2329,17.76,1,0,0,8,10,3,8,125,9.03,7,57.9,10,"Rock/Snow/Shadow",0,0,0,0.00097243,9.46e-07,0,0,9.46e-07,"42"
"20069",20261,1,96,"Migrant",1,2004,"Day",0,"summer","s04",574047.8,5739888,2286,20.17,1,0,0,5,10,4,12,122,8.49,4,43.16,10,"Rock/Snow/Shadow",0,0,0,0.00097445,9.5e-07,0,0,9.5e-07,"96"
"20083",24778,1,92,"Migrant",1,2004,"Day",0,"summer","s04",579607.2,5708701,2442,21.1,0,0,1,8,10,4,11,176,8.85,5,30.93,10,"Rock/Snow/Shadow",0,0,0,0.00098075,9.62e-07,0,0,9.62e-07,"92"
"20090",23164,1,92,"Migrant",1,2004,"Day",0,"summer","s04",584277.9,5708339,2101,36.91,1,0,0,6,10,5,9,97,9.03,4,35.39,10,"Rock/Snow/Shadow",0,0,0,0.0009833,9.67e-07,0,0,9.67e-07,"92"
"20091",18752,1,92,"Migrant",1,2004,"Day",0,"summer","s04",580808.9,5706297,2433,18.85,0,0,1,8,10,4,10,149,7.87,3,31.58,10,"Rock/Snow/Shadow",0,0,0,0.00098417,9.69e-07,0,0,9.69e-07,"92"
"20095",10184,1,59,"Migrant",1,2004,"Night",1,"summer","s04",573834.4,5740479,2101,20.17,1,0,0,7,10,3,12,109,9.41,7,43.42,2,"Moderate Conifer",0,0,0,0.00098548,9.71e-07,0,0,9.71e-07,"59"
"20100",24276,1,92,"Migrant",1,2004,"Day",0,"summer","s04",579914.2,5707294,2319,22.63,1,0,0,10,10,3,11,119,12.94,7,30.89,10,"Rock/Snow/Shadow",0,0,0,0.00098786,9.76e-07,0,0,9.76e-07,"92"
"20104",10243,1,59,"Migrant",1,2004,"Day",0,"summer","s04",574094.4,5740298,2158,21.88,1,0,0,7,10,3,12,162,8.4,6,43.47,2,"Moderate Conifer",0,0,0,0.0009895,9.79e-07,0,0,9.79e-07,"59"
"20115",21797,1,96,"Migrant",1,2004,"Day",0,"summer","s04",575231.8,5738948,2350,12.17,1,0,0,6,10,3,10,145,9.02,3,43.42,10,"Rock/Snow/Shadow",0,0,0,0.00099393,9.88e-07,0,0,9.88e-07,"96"
"20131",26647,1,74,"Migrant",1,2004,"Night",1,"summer","s04",599640.6,5727426,2226,23.56,0,0,1,7,10,3,6,237,9.82,9,56.59,2,"Moderate Conifer",0,0,0,0.00100797,1.02e-06,0,0,1.02e-06,"74"
"20132",16127,1,74,"Migrant",1,2004,"Day",0,"summer","s04",584588.4,5706617,2303,25.84,1,0,0,7,10,4,10,115,9.92,8,34.66,2,"Moderate Conifer",0,0,0,0.00100798,1.02e-06,0,0,1.02e-06,"74"
"20134",26037,1,74,"Migrant",1,2004,"Night",1,"summer","s04",601416.1,5725473,2345,11.79,0,0,1,6,10,2,7,211,9.06,6,57.29,10,"Rock/Snow/Shadow",0,0,0,0.00100962,1.02e-06,0,0,1.02e-06,"74"
"20136",13387,1,104,"Migrant",1,2004,"Day",0,"summer","s04",580476.7,5751415,2334,16.16,0,0,1,5,10,4,8,195,8.04,6,55.64,10,"Rock/Snow/Shadow",0,0,0,0.00101092,1.02e-06,0,0,1.02e-06,"104"
"20165",14215,1,104,"Migrant",1,2004,"Day",0,"summer","s04",583991.8,5750923,2215,16.41,0,0,1,10,10,3,8,155,9.12,7,57.96,10,"Rock/Snow/Shadow",0,0,0,0.00102585,1.05e-06,0,0,1.05e-06,"104"
"20170",19719,1,74,"Migrant",1,2004,"Day",0,"summer","s04",586822.8,5713570,2325,37.05,1,0,0,6,10,3,9,39,8.46,6,39.26,10,"Rock/Snow/Shadow",0,0,0,0.00103002,1.06e-06,0,0,1.06e-06,"74"
"20174",18775,1,104,"Migrant",1,2004,"Day",0,"summer","s04",580239.1,5752392,2436,16.3,0,0,1,5,10,3,7,217,11.2,4,56.07,10,"Rock/Snow/Shadow",0,0,0,0.0010334,1.07e-06,0,0,1.07e-06,"104"
"20182",17226,1,92,"Migrant",1,2004,"Day",0,"summer","s04",579817.4,5709082,2472,19.37,1,0,0,8,10,3,11,123,8.54,3,31.22,10,"Rock/Snow/Shadow",0,0,0,0.00103859,1.08e-06,0,0,1.08e-06,"92"
"20185",12996,1,104,"Migrant",1,2004,"Night",1,"summer","s04",580401.5,5751404,2335,11.17,0,0,1,5,10,4,8,210,8.42,6,55.6,10,"Rock/Snow/Shadow",0,0,0,0.00104169,1.09e-06,0,0,1.09e-06,"104"
"20186",26553,1,92,"Migrant",1,2004,"Night",1,"summer","s04",580568.7,5709006,2218,22.9,1,0,0,6,10,4,12,112,8.76,9,31.93,10,"Rock/Snow/Shadow",0,0,0,0.00104198,1.09e-06,0,0,1.09e-06,"92"
"20188",15973,1,59,"Migrant",1,2004,"Night",1,"summer","s04",577375.3,5738689,2291,23.97,0,0,1,4,10,4,10,224,9.55,9,44.91,1,"Open Conifer",0,0,0,0.00104336,1.09e-06,0,0,1.09e-06,"59"
"20191",18757,1,104,"Migrant",1,2004,"Day",0,"summer","s04",580344,5752328,2433,16.33,0,0,1,8,10,4,7,221,10.1,4,56.13,10,"Rock/Snow/Shadow",0,0,0,0.00104413,1.09e-06,0,0,1.09e-06,"104"
"20202",20169,1,93,"Migrant",1,2004,"Day",0,"summer","s04",593586.8,5709968,2399,20.95,1,0,0,3,10,4,8,105,10.32,8,42.6,10,"Rock/Snow/Shadow",0,0,0,0.00105051,1.1e-06,0,0,1.1e-06,"93"
"20203",5821,1,5,"Migrant",1,2003,"Day",0,"summer","s03",543275.1,5718109,2408,14.31,0,0,1,7,10,3,12,179,8.16,6,6.57,10,"Rock/Snow/Shadow",0,0,0,0.00105065,1.1e-06,0,0,1.1e-06,"5"
"20209",6045,1,25,"Migrant",1,2003,"Day",0,"summer","s03",552453.8,5713283,2321,14.56,0,0,1,6,10,4,13,177,11.95,8,10.47,1,"Open Conifer",0,0,0,0.00105657,1.12e-06,0,0,1.12e-06,"25"
"20210",18356,1,92,"Migrant",1,2004,"Night",1,"summer","s04",580488.5,5707971,2208,19.49,1,0,0,5,10,4,11,109,9.63,8,31.59,10,"Rock/Snow/Shadow",0,0,0,0.00105692,1.12e-06,0,0,1.12e-06,"92"
"20216",20599,1,96,"Migrant",1,2004,"Night",1,"summer","s04",575960.7,5737874,2293,26.96,1,0,0,4,10,4,10,125,9.42,4,43.31,1,"Open Conifer",0,0,0,0.0010635,1.13e-06,0,0,1.13e-06,"96"
"20219",10854,1,96,"Migrant",1,2004,"Day",0,"summer","s04",573637.6,5741741,2062,18.87,0,0,1,3,10,4,10,228,11.05,7,44.14,3,"Closed Conifer",0,0,0,0.00106585,1.14e-06,0,0,1.14e-06,"96"
"20220",10283,1,59,"Migrant",1,2004,"Day",0,"summer","s04",574039.3,5740384,2118,21.11,1,0,0,7,10,3,12,191,9.69,8,43.49,2,"Moderate Conifer",0,0,0,0.00106694,1.14e-06,0,0,1.14e-06,"59"
"20222",6200,1,25,"Migrant",1,2003,"Night",1,"summer","s03",553724.6,5713784,2186,9.46,1,0,0,7,10,2,13,156,12.84,8,11.83,1,"Open Conifer",0,0,0,0.00106913,1.14e-06,0,0,1.14e-06,"25"
"20232",6459,1,25,"Migrant",1,2003,"Day",0,"summer","s03",554437.9,5713788,2215,13.29,1,0,0,4,10,3,11,178,10.03,5,12.5,2,"Moderate Conifer",0,0,0,0.00107456,1.15e-06,0,0,1.15e-06,"25"
"20234",13682,1,92,"Migrant",1,2004,"Night",1,"summer","s04",584184.5,5707958,2286,29.41,1,0,0,7,10,5,9,98,8.47,5,35.23,10,"Rock/Snow/Shadow",0,0,0,0.00107552,1.16e-06,0,0,1.16e-06,"92"
"20235",15342,1,92,"Migrant",1,2004,"Night",1,"summer","s04",580237.6,5708950,2412,19.13,1,0,0,7,10,4,12,132,7.86,7,31.6,10,"Rock/Snow/Shadow",0,0,0,0.00107577,1.16e-06,0,0,1.16e-06,"92"
"20244",22383,1,59,"Migrant",1,2004,"Day",0,"summer","s04",574054.1,5739927,2275,18.75,1,0,0,5,10,4,12,134,8.98,4,43.18,10,"Rock/Snow/Shadow",0,0,0,0.00108604,1.18e-06,0,0,1.18e-06,"59"
"20249",9927,1,59,"Migrant",1,2004,"Day",0,"summer","s04",573849.6,5740431,2112,23.02,1,0,0,7,10,3,12,99,8.75,7,43.37,2,"Moderate Conifer",0,0,0,0.0010897,1.19e-06,0,0,1.19e-06,"59"
"20252",9912,1,59,"Migrant",1,2004,"Day",0,"summer","s04",573812.4,5740445,2118,22.72,1,0,0,7,10,3,12,98,9.05,7,43.37,2,"Moderate Conifer",0,0,0,0.00109049,1.19e-06,0,0,1.19e-06,"59"
"20254",18438,1,93,"Migrant",1,2004,"Day",0,"summer","s04",587399.9,5703596,2306,24.89,1,0,0,7,10,4,7,189,7.56,7,33.85,10,"Rock/Snow/Shadow",0,0,0,0.00109221,1.19e-06,0,0,1.19e-06,"93"
"20255",18788,1,104,"Migrant",1,2004,"Day",0,"summer","s04",580266.1,5752359,2431,15.61,0,0,1,5,10,4,7,217,10.84,4,56.08,10,"Rock/Snow/Shadow",0,0,0,0.00109234,1.19e-06,0,0,1.19e-06,"104"
"20266",25413,1,78,"Migrant",1,2004,"Day",0,"summer","s04",558312.2,5703453,2108,12.62,1,0,0,7,10,3,10,176,9.68,8,9,2,"Moderate Conifer",0,0,0,0.00110183,1.21e-06,0,0,1.21e-06,"78"
"20268",18402,1,73,"Migrant",1,2004,"Day",0,"summer","s04",546551.8,5708771,2300,5.38,1,0,0,8,10,5,10,162,9.16,7,3.72,1,"Open Conifer",0,0,0,0.00110368,1.22e-06,0,0,1.22e-06,"73"
"20272",16093,1,92,"Migrant",1,2004,"Night",1,"summer","s04",584550.2,5706478,2306,21.19,1,0,0,7,10,3,10,129,9.69,8,34.52,2,"Moderate Conifer",0,0,0,0.00110691,1.23e-06,0,0,1.23e-06,"92"
"20278",22342,1,59,"Migrant",1,2004,"Day",0,"summer","s04",574178.6,5739851,2266,18.64,1,0,0,5,10,4,12,114,9.83,9,43.23,10,"Rock/Snow/Shadow",0,0,0,0.00110931,1.23e-06,0,0,1.23e-06,"59"
"20279",10349,1,59,"Migrant",1,2004,"Day",0,"summer","s04",574122.4,5740497,2119,17.66,1,0,0,7,10,3,12,137,8.63,7,43.61,2,"Moderate Conifer",0,0,0,0.00110986,1.23e-06,0,0,1.23e-06,"59"
"20282",10711,1,59,"Migrant",1,2004,"Night",1,"summer","s04",574635.4,5740211,2139,14.83,1,0,0,7,10,3,12,135,8.82,7,43.8,2,"Moderate Conifer",0,0,0,0.00111096,1.23e-06,0,0,1.23e-06,"59"
"20283",20092,1,78,"Migrant",1,2004,"Night",1,"summer","s04",558739.6,5699662,1724,14.52,0,0,1,2,10,3,9,217,10.86,8,9.03,10,"Rock/Snow/Shadow",0,0,0,0.00111175,1.24e-06,0,0,1.24e-06,"78"
"20286",18857,1,96,"Migrant",1,2004,"Night",1,"summer","s04",577336.1,5738911,2270,21.9,0,0,1,4,10,3,10,222,10.48,9,45.02,1,"Open Conifer",0,0,0,0.00111415,1.24e-06,0,0,1.24e-06,"96"
"20288",24902,1,92,"Migrant",1,2004,"Day",0,"summer","s04",579615,5708733,2451,19.47,0,0,1,8,10,4,10,181,10.03,5,30.94,10,"Rock/Snow/Shadow",0,0,0,0.00111424,1.24e-06,0,0,1.24e-06,"92"
"20291",19520,1,96,"Migrant",1,2004,"Day",0,"summer","s04",575265.4,5738960,2349,10.77,1,0,0,6,10,3,10,145,8.46,3,43.44,10,"Rock/Snow/Shadow",0,0,0,0.00111581,1.25e-06,0,0,1.25e-06,"96"
"20293",25401,1,78,"Migrant",1,2004,"Day",0,"summer","s04",558325.5,5703467,2113,12.31,1,0,0,7,10,3,10,174,11.54,8,9.03,2,"Moderate Conifer",0,0,0,0.00111802,1.25e-06,0,0,1.25e-06,"78"
"20296",17259,1,92,"Migrant",1,2004,"Day",0,"summer","s04",579785.4,5709259,2391,18.45,1,0,0,8,10,3,11,132,10.09,4,31.24,10,"Rock/Snow/Shadow",0,0,0,0.00112007,1.25e-06,0,0,1.25e-06,"92"
"20299",20980,1,74,"Migrant",1,2004,"Day",0,"summer","s04",580344.6,5707718,2350,17.72,0,0,1,6,10,4,11,193,7.94,5,31.42,10,"Rock/Snow/Shadow",0,0,0,0.00112171,1.26e-06,0,0,1.26e-06,"74"
"20301",19347,1,92,"Migrant",1,2004,"Day",0,"summer","s04",580141.5,5708966,2444,21.2,1,0,0,8,10,3,12,119,7.74,7,31.51,10,"Rock/Snow/Shadow",0,0,0,0.0011226,1.26e-06,0,0,1.26e-06,"92"
"20302",17872,1,96,"Migrant",1,2004,"Day",0,"summer","s04",576843.9,5739679,2310,10.86,0,0,1,5,10,3,9,209,14.38,7,45.12,10,"Rock/Snow/Shadow",0,0,0,0.00112271,1.26e-06,0,0,1.26e-06,"96"
"20304",16344,1,78,"Migrant",1,2004,"Day",0,"summer","s04",558803.7,5703447,2159,9.09,1,0,0,7,10,2,10,174,10.83,8,9.48,2,"Moderate Conifer",0,0,0,0.00112368,1.26e-06,0,0,1.26e-06,"78"
"20317",9954,1,92,"Migrant",1,2004,"Day",0,"summer","s04",582083.4,5706795,2083,19.8,1,0,0,5,10,4,9,110,10.12,9,32.94,2,"Moderate Conifer",0,0,0,0.00113132,1.28e-06,0,0,1.28e-06,"92"
"20318",24117,1,96,"Migrant",1,2004,"Night",1,"summer","s04",584528.3,5728627,2426,32.26,0,0,1,6,10,4,10,241,7.26,4,44.55,10,"Rock/Snow/Shadow",0,0,0,0.00113172,1.28e-06,0,0,1.28e-06,"96"
"20319",15963,1,96,"Migrant",1,2004,"Night",1,"summer","s04",577400,5738717,2293,22.99,0,0,1,4,10,4,10,221,9.73,9,44.93,10,"Rock/Snow/Shadow",0,0,0,0.00113205,1.28e-06,0,0,1.28e-06,"96"
"20321",15521,1,92,"Migrant",1,2004,"Night",1,"summer","s04",580417.3,5708126,2198,20.17,1,0,0,7,10,3,11,109,9.59,8,31.57,10,"Rock/Snow/Shadow",0,0,0,0.00113392,1.29e-06,0,0,1.29e-06,"92"
"20324",13184,1,92,"Migrant",1,2004,"Night",1,"summer","s04",580270.9,5708523,2190,20.82,0,0,1,8,10,4,11,186,9.15,10,31.52,10,"Rock/Snow/Shadow",0,0,0,0.00113468,1.29e-06,0,0,1.29e-06,"92"
"20325",21113,1,74,"Migrant",1,2004,"Day",0,"summer","s04",580830.8,5705994,2388,19.56,1,0,0,5,10,4,10,130,9.44,7,31.56,10,"Rock/Snow/Shadow",0,0,0,0.00113488,1.29e-06,0,0,1.29e-06,"74"
"20327",9900,1,59,"Migrant",1,2004,"Day",0,"summer","s04",573830.7,5740469,2107,21.92,1,0,0,7,10,3,12,103,9.09,7,43.4,2,"Moderate Conifer",0,0,0,0.00113789,1.29e-06,0,0,1.29e-06,"59"
"20328",17288,1,74,"Migrant",1,2004,"Day",0,"summer","s04",583804.2,5707614,2433,29.37,1,0,0,7,10,5,9,96,8.07,4,34.77,10,"Rock/Snow/Shadow",0,0,0,0.00113962,1.3e-06,0,0,1.3e-06,"74"
"20329",19297,1,92,"Migrant",1,2004,"Night",1,"summer","s04",580275.9,5707122,2335,14.22,1,0,0,7,10,3,10,149,9.96,3,31.21,10,"Rock/Snow/Shadow",0,0,0,0.00114029,1.3e-06,0,0,1.3e-06,"92"
"20330",10383,1,59,"Migrant",1,2004,"Night",1,"summer","s04",574405.4,5740413,2121,14.32,1,0,0,7,10,2,12,160,9.77,7,43.79,2,"Moderate Conifer",0,0,0,0.00114061,1.3e-06,0,0,1.3e-06,"59"
"20331",15944,1,92,"Migrant",1,2004,"Night",1,"summer","s04",584555.3,5706280,2283,14.35,0,0,1,7,10,3,10,163,11.72,9,34.37,10,"Rock/Snow/Shadow",0,0,0,0.00114114,1.3e-06,0,0,1.3e-06,"92"
"20332",17914,1,93,"Migrant",1,2004,"Night",1,"summer","s04",592241.6,5705786,2247,14.72,1,0,0,6,10,3,9,131,10.53,9,38.4,10,"Rock/Snow/Shadow",0,0,0,0.00114287,1.31e-06,0,0,1.31e-06,"93"
"20339",14133,1,93,"Migrant",1,2004,"Day",0,"summer","s04",597182.4,5711102,2171,28.98,0,0,1,9,10,3,6,245,8.77,8,45.65,2,"Moderate Conifer",0,0,0,0.00114559,1.31e-06,0,0,1.31e-06,"93"
"20343",18141,1,92,"Migrant",1,2004,"Day",0,"summer","s04",580875.5,5705995,2378,19.73,1,0,0,5,10,4,10,128,9.61,7,31.59,10,"Rock/Snow/Shadow",0,0,0,0.00114778,1.32e-06,0,0,1.32e-06,"92"
"20344",14787,1,93,"Migrant",1,2004,"Day",0,"summer","s04",597419.6,5710865,2160,27.72,0,0,1,6,10,3,6,243,8.54,9,45.61,2,"Moderate Conifer",0,0,0,0.00114861,1.32e-06,0,0,1.32e-06,"93"
"20347",4473,1,29,"Migrant",1,2003,"Night",1,"summer","s03",554085.8,5708220,2275,14.06,1,0,0,5,10,2,11,146,11.07,9,8.36,5,"Mixed forest",0,0,0,0.00114984,1.32e-06,0,0,1.32e-06,"29"
"20363",9075,1,25,"Migrant",1,2003,"Day",0,"summer","s03",564090.9,5712335,2412,27.31,0,0,1,2,10,5,12,233,8.56,10,18.42,10,"Rock/Snow/Shadow",0,0,0,0.00115957,1.34e-06,0,0,1.34e-06,"25"
"20365",13000,1,59,"Migrant",1,2004,"Night",1,"summer","s04",575968.7,5737898,2297,25.88,1,0,0,4,10,4,10,123,9.6,4,43.32,1,"Open Conifer",0,0,0,0.00116088,1.35e-06,0,0,1.35e-06,"59"
"20367",20704,1,92,"Migrant",1,2004,"Day",0,"summer","s04",580623.8,5707860,2236,18.74,1,0,0,6,10,4,11,150,13.34,4,31.71,10,"Rock/Snow/Shadow",0,0,0,0.00116129,1.35e-06,0,0,1.35e-06,"92"
"20369",8634,1,42,"Migrant",1,2003,"Night",1,"summer","s03",601601,5726506,2212,15.87,1,0,0,9,10,4,8,132,8.75,9,57.9,10,"Rock/Snow/Shadow",0,0,0,0.00116195,1.35e-06,0,0,1.35e-06,"42"
"20370",19525,1,92,"Migrant",1,2004,"Day",0,"summer","s04",579557.3,5709687,2415,11.69,0,0,1,7,10,4,11,210,10.45,2,31.13,10,"Rock/Snow/Shadow",0,0,0,0.00116196,1.35e-06,0,0,1.35e-06,"92"
"20383",25585,1,92,"Migrant",1,2004,"Night",1,"summer","s04",580149.4,5708135,2261,19.4,1,0,0,8,10,3,10,188,8.53,9,31.31,10,"Rock/Snow/Shadow",0,0,0,0.00117258,1.37e-06,0,0,1.37e-06,"92"
"20389",19402,1,92,"Migrant",1,2004,"Day",0,"summer","s04",579943.6,5709840,2469,27.39,0,0,1,5,10,3,11,147,8.84,7,31.55,10,"Rock/Snow/Shadow",0,0,0,0.00117575,1.38e-06,0,0,1.38e-06,"92"
"20390",26096,1,74,"Migrant",1,2004,"Day",0,"summer","s04",601633.5,5725388,2349,15.13,0,0,1,6,10,2,7,220,9.2,6,57.44,10,"Rock/Snow/Shadow",0,0,0,0.00117609,1.38e-06,0,0,1.38e-06,"74"
"20393",22602,1,74,"Migrant",1,2004,"Night",1,"summer","s04",584578.1,5706291,2277,13.61,0,0,1,7,10,3,10,161,9.82,8,34.39,10,"Rock/Snow/Shadow",0,0,0,0.00117903,1.39e-06,0,0,1.39e-06,"74"
"20394",15977,1,96,"Migrant",1,2004,"Night",1,"summer","s04",577384.2,5738757,2294,22.44,0,0,1,4,10,4,10,217,10.08,9,44.95,10,"Rock/Snow/Shadow",0,0,0,0.00118054,1.39e-06,0,0,1.39e-06,"96"
"20395",8858,1,5,"Migrant",1,2003,"Day",0,"summer","s03",554389.8,5708269,2275,24.69,0,0,1,5,10,4,11,239,10.41,10,8.58,2,"Moderate Conifer",0,0,0,0.00118202,1.4e-06,0,0,1.4e-06,"5"
"20402",21234,1,96,"Migrant",1,2004,"Day",0,"summer","s04",575259.5,5738918,2353,9.71,1,0,0,6,10,3,10,147,10.76,3,43.42,10,"Rock/Snow/Shadow",0,0,0,0.00118844,1.41e-06,0,0,1.41e-06,"96"
"20403",20940,1,92,"Migrant",1,2004,"Day",0,"summer","s04",580145.9,5708002,2271,21.6,0,0,1,6,10,3,10,213,8.82,8,31.28,10,"Rock/Snow/Shadow",0,0,0,0.00118988,1.42e-06,0,0,1.42e-06,"92"
"20408",8652,1,42,"Migrant",1,2003,"Night",1,"summer","s03",601605.2,5726485,2212,19.94,1,0,0,9,10,4,8,136,7.81,9,57.89,10,"Rock/Snow/Shadow",0,0,0,0.00119251,1.42e-06,0,0,1.42e-06,"42"
"20416",12359,1,59,"Migrant",1,2004,"Day",0,"summer","s04",574080.6,5740228,2185,21.57,1,0,0,7,10,3,12,163,8.42,6,43.41,2,"Moderate Conifer",0,0,0,0.00119605,1.43e-06,0,0,1.43e-06,"59"
"20418",17241,1,92,"Migrant",1,2004,"Day",0,"summer","s04",579629.4,5709285,2395,14.9,1,0,0,8,10,3,11,128,10.07,4,31.11,10,"Rock/Snow/Shadow",0,0,0,0.00119635,1.43e-06,0,0,1.43e-06,"92"
"20427",6339,1,5,"Migrant",1,2003,"Night",1,"summer","s03",541563.6,5719196,2332,4.22,0,1,0,5,10,2,10,168,10.79,4,5.32,10,"Rock/Snow/Shadow",0,0,0,0.00120262,1.45e-06,0,0,1.45e-06,"5"
"20431",20957,1,74,"Migrant",1,2004,"Day",0,"summer","s04",580339.9,5707768,2338,17.42,0,0,1,6,10,4,11,206,8.65,5,31.4,10,"Rock/Snow/Shadow",0,0,0,0.0012082,1.46e-06,0,0,1.46e-06,"74"
"20433",13494,1,74,"Migrant",1,2004,"Night",1,"summer","s04",584163.3,5708035,2286,27.31,1,0,0,7,10,5,9,79,8.56,4,35.21,10,"Rock/Snow/Shadow",0,0,0,0.00120844,1.46e-06,0,0,1.46e-06,"74"
"20434",12868,1,93,"Migrant",1,2004,"Day",0,"summer","s04",597575.1,5710909,2178,26.43,1,0,0,6,10,4,6,109,8.19,7,45.72,2,"Moderate Conifer",0,0,0,0.00120914,1.46e-06,0,0,1.46e-06,"93"
"20436",6934,1,25,"Migrant",1,2003,"Day",0,"summer","s03",552839.1,5713498,2293,1.06,1,0,0,5,10,3,14,179,15.97,5,10.92,10,"Rock/Snow/Shadow",0,0,0,0.00120963,1.46e-06,0,0,1.46e-06,"25"
"20441",23148,1,74,"Migrant",1,2004,"Day",0,"summer","s04",588151.4,5711538,2215,34.26,0,0,1,4,10,5,8,229,8.28,4,39.92,10,"Rock/Snow/Shadow",0,0,0,0.00121257,1.47e-06,0,0,1.47e-06,"74"
"20444",10141,1,59,"Migrant",1,2004,"Day",0,"summer","s04",573848.3,5740555,2090,19.29,1,0,0,7,10,3,12,111,10.33,7,43.46,2,"Moderate Conifer",0,0,0,0.00121454,1.48e-06,0,0,1.48e-06,"59"
"20446",26723,1,74,"Migrant",1,2004,"Day",0,"summer","s04",598797.2,5727177,2260,23.29,1,0,0,4,10,3,6,98,8.74,8,55.72,2,"Moderate Conifer",0,0,0,0.00121749,1.48e-06,0,0,1.48e-06,"74"
"20448",18465,1,93,"Migrant",1,2004,"Day",0,"summer","s04",587360.3,5703549,2298,23.63,0,0,1,6,10,4,7,196,9.01,8,33.81,10,"Rock/Snow/Shadow",0,0,0,0.00121802,1.48e-06,0,0,1.48e-06,"93"
"20450",15002,1,78,"Migrant",1,2004,"Day",0,"summer","s04",558721.1,5703451,2148,8.93,1,0,0,7,10,2,10,171,11.29,9,9.4,2,"Moderate Conifer",0,0,0,0.00121837,1.48e-06,0,0,1.48e-06,"78"
"20458",12437,1,96,"Migrant",1,2004,"Day",0,"summer","s04",576841.5,5739700,2314,10.03,0,0,1,5,10,3,9,208,10.32,4,45.14,10,"Rock/Snow/Shadow",0,0,0,0.0012247,1.5e-06,0,0,1.5e-06,"96"
"20459",10193,1,59,"Migrant",1,2004,"Night",1,"summer","s04",574100.5,5740254,2183,17.86,1,0,0,7,10,3,12,154,7.93,6,43.45,2,"Moderate Conifer",0,0,0,0.00122513,1.5e-06,0,0,1.5e-06,"59"
"20462",16657,1,74,"Migrant",1,2004,"Night",1,"summer","s04",588093.8,5711617,2268,28.85,0,0,1,4,10,4,8,223,8.49,5,39.88,10,"Rock/Snow/Shadow",0,0,0,0.0012276,1.51e-06,0,0,1.51e-06,"74"
"20466",23432,1,92,"Migrant",1,2004,"Night",1,"summer","s04",579737.3,5707892,2243,18.93,1,0,0,9,10,4,11,112,10.27,8,30.85,10,"Rock/Snow/Shadow",0,0,0,0.00123191,1.52e-06,0,0,1.52e-06,"92"
"20475",12948,1,93,"Migrant",1,2004,"Day",0,"summer","s04",597432.2,5710860,2148,26.66,0,0,1,6,10,3,6,241,8.87,9,45.58,2,"Moderate Conifer",0,0,0,0.0012365,1.53e-06,0,0,1.53e-06,"93"
"20481",17176,1,92,"Migrant",1,2004,"Night",1,"summer","s04",580238.2,5709000,2408,24.52,1,0,0,7,10,4,12,89,7.58,6,31.61,10,"Rock/Snow/Shadow",0,0,0,0.00123799,1.53e-06,0,0,1.53e-06,"92"
"20484",19799,1,74,"Migrant",1,2004,"Day",0,"summer","s04",588127.5,5711565,2232,33.61,0,0,1,4,10,5,8,229,8.3,4,39.9,10,"Rock/Snow/Shadow",0,0,0,0.00124324,1.55e-06,0,0,1.55e-06,"74"
"20489",18532,1,74,"Migrant",1,2004,"Night",1,"summer","s04",585318.4,5707161,2243,18.05,1,0,0,7,10,2,9,177,9.53,7,35.51,2,"Moderate Conifer",0,0,0,0.00124489,1.55e-06,0,0,1.55e-06,"74"
"20490",23685,1,92,"Migrant",1,2004,"Day",0,"summer","s04",579575.2,5708709,2449,18.63,0,0,1,8,10,4,11,175,9.49,6,30.9,10,"Rock/Snow/Shadow",0,0,0,0.00124535,1.55e-06,0,0,1.55e-06,"92"
"20497",11205,1,73,"Migrant",1,2004,"Night",1,"summer","s04",555615.1,5699481,1569,3.38,1,0,0,6,10,2,2,190,10.32,7,5.94,10,"Rock/Snow/Shadow",0,0,0,0.00125387,1.57e-06,0,0,1.57e-06,"73"
"20498",15965,1,59,"Migrant",1,2004,"Night",1,"summer","s04",577413.6,5738759,2306,21.81,0,0,1,4,10,4,10,216,10.02,9,44.97,10,"Rock/Snow/Shadow",0,0,0,0.00125563,1.58e-06,0,0,1.58e-06,"59"
"20501",4464,1,29,"Migrant",1,2003,"Night",1,"summer","s03",554069.1,5708100,2276,12.23,1,0,0,5,10,3,11,148,9.94,9,8.26,5,"Mixed forest",0,0,0,0.00125606,1.58e-06,0,0,1.58e-06,"29"
